id,fecha,hora,ciudad,tipo_cliente,tiempo_en_pagina,rebote,conversion,pais,pais_iso,latitud,longitud,articulo_id,descripcion
20.0,2024-01-01,19:00:00,Sevilla,Recurrente,140.0,1.0,1.0,España,ES,37.3891,-5.9845,3.0,chándal dorado M
21.0,2024-01-01,20:00:00,Madrid,Recurrente,120.0,1.0,0.0,España,ES,40.4168,-3.7038,6.0,chándal dorado XXL
22.0,2024-01-01,21:00:00,Porto,Recurrente,161.0,0.0,0.0,Portugal,PT,41.1579,-8.6291,10.0,chándal estampado M
23.0,2024-01-01,22:00:00,Barcelona,Recurrente,166.0,0.0,0.0,España,ES,41.3874,2.1686,2.0,chándal dorado S
24.0,2024-01-01,23:00:00,Bilbao,Recurrente,139.0,0.0,0.0,España,ES,43.263,-2.935,3.0,chándal dorado M
25.0,2024-01-02,00:00:00,Sevilla,Recurrente,155.0,0.0,1.0,España,ES,37.3891,-5.9845,2.0,chándal dorado S
26.0,2024-01-02,01:00:00,Madrid,Recurrente,188.0,1.0,1.0,España,ES,40.4168,-3.7038,10.0,chándal estampado M
27.0,2024-01-02,02:00:00,Valencia,Recurrente,144.0,0.0,1.0,España,ES,39.4699,-0.3763,13.0,chándal estampado XXL
28.0,2024-01-02,03:00:00,Bilbao,Recurrente,172.0,0.0,0.0,España,ES,43.263,-2.935,8.0,chándal estampado XS
29.0,2024-01-02,04:00:00,Valencia,Recurrente,154.0,0.0,0.0,España,ES,39.4699,-0.3763,2.0,chándal dorado S
30.0,2024-01-02,05:00:00,Madrid,Recurrente,109.0,0.0,0.0,España,ES,40.4168,-3.7038,5.0,chándal dorado XL
31.0,2024-01-02,06:00:00,Sevilla,Recurrente,154.0,0.0,0.0,España,ES,37.3891,-5.9845,4.0,chándal dorado L
32.0,2024-01-02,07:00:00,Porto,Recurrente,198.0,0.0,0.0,Portugal,PT,41.1579,-8.6291,1.0,chándal dorado XS
33.0,2024-01-02,08:00:00,Sevilla,Recurrente,165.0,1.0,1.0,España,ES,37.3891,-5.9845,13.0,chándal estampado XXL
34.0,2024-01-02,09:00:00,Valencia,Nuevo,71.0,0.0,1.0,España,ES,39.4699,-0.3763,7.0,chándal dorado XXXL
35.0,2024-01-02,10:00:00,Lisboa,Nuevo,94.0,1.0,1.0,Portugal,PT,38.7169,-9.1399,6.0,chándal dorado XXL
36.0,2024-01-02,11:00:00,Bilbao,Nuevo,69.0,0.0,0.0,España,ES,43.263,-2.935,10.0,chándal estampado M
37.0,2024-01-02,12:00:00,Barcelona,Recurrente,169.0,1.0,1.0,España,ES,41.3874,2.1686,12.0,chándal estampado XL
38.0,2024-01-02,13:00:00,Porto,Recurrente,130.0,0.0,1.0,Portugal,PT,41.1579,-8.6291,1.0,chándal dorado XS
39.0,2024-01-02,14:00:00,Porto,Recurrente,141.0,0.0,0.0,Portugal,PT,41.1579,-8.6291,9.0,chándal estampado S
40.0,2024-01-02,15:00:00,Lisboa,Recurrente,169.0,0.0,0.0,Portugal,PT,38.7169,-9.1399,12.0,chándal estampado XL
41.0,2024-01-02,16:00:00,Lisboa,Recurrente,178.0,1.0,1.0,Portugal,PT,38.7169,-9.1399,4.0,chándal dorado L
42.0,2024-01-02,17:00:00,Bilbao,Recurrente,168.0,0.0,0.0,España,ES,43.263,-2.935,1.0,chándal dorado XS
43.0,2024-01-02,18:00:00,Coimbra,Recurrente,163.0,0.0,1.0,Portugal,PT,40.211,-8.4292,8.0,chándal estampado XS
44.0,2024-01-02,19:00:00,Lisboa,Nuevo,80.0,0.0,0.0,Portugal,PT,38.7169,-9.1399,1.0,chándal dorado XS
45.0,2024-01-02,20:00:00,Bilbao,Recurrente,138.0,0.0,1.0,España,ES,43.263,-2.935,2.0,chándal dorado S
46.0,2024-01-02,21:00:00,Porto,Recurrente,152.0,0.0,1.0,Portugal,PT,41.1579,-8.6291,14.0,chándal estampado XXXL
47.0,2024-01-02,22:00:00,Bilbao,Recurrente,157.0,1.0,0.0,España,ES,43.263,-2.935,5.0,chándal dorado XL
48.0,2024-01-02,23:00:00,Madrid,Recurrente,109.0,1.0,0.0,España,ES,40.4168,-3.7038,13.0,chándal estampado XXL
49.0,2024-01-03,00:00:00,Lisboa,Recurrente,171.0,0.0,0.0,Portugal,PT,38.7169,-9.1399,1.0,chándal dorado XS
50.0,2024-01-03,01:00:00,Porto,Recurrente,133.0,0.0,0.0,Portugal,PT,41.1579,-8.6291,1.0,chándal dorado XS
51.0,2024-01-03,02:00:00,Lisboa,Nuevo,88.0,0.0,0.0,Portugal,PT,38.7169,-9.1399,6.0,chándal dorado XXL
52.0,2024-01-03,03:00:00,Valencia,Recurrente,158.0,1.0,1.0,España,ES,39.4699,-0.3763,14.0,chándal estampado XXXL
53.0,2024-01-03,04:00:00,Barcelona,Nuevo,76.0,1.0,0.0,España,ES,41.3874,2.1686,11.0,chándal estampado L
54.0,2024-01-03,05:00:00,Bilbao,Nuevo,91.0,1.0,0.0,España,ES,43.263,-2.935,1.0,chándal dorado XS
55.0,2024-01-03,06:00:00,Valencia,Recurrente,184.0,1.0,1.0,España,ES,39.4699,-0.3763,5.0,chándal dorado XL
56.0,2024-01-03,07:00:00,Valencia,Nuevo,95.0,0.0,0.0,España,ES,39.4699,-0.3763,10.0,chándal estampado M
57.0,2024-01-03,08:00:00,Porto,Recurrente,150.0,0.0,0.0,Portugal,PT,41.1579,-8.6291,11.0,chándal estampado L
58.0,2024-01-03,09:00:00,Porto,Recurrente,159.0,0.0,0.0,Portugal,PT,41.1579,-8.6291,5.0,chándal dorado XL
59.0,2024-01-03,10:00:00,Coimbra,Recurrente,171.0,0.0,1.0,Portugal,PT,40.211,-8.4292,2.0,chándal dorado S
60.0,2024-01-03,11:00:00,Sevilla,Recurrente,183.0,1.0,0.0,España,ES,37.3891,-5.9845,14.0,chándal estampado XXXL
61.0,2024-01-03,12:00:00,Lisboa,Recurrente,156.0,1.0,0.0,Portugal,PT,38.7169,-9.1399,14.0,chándal estampado XXXL
62.0,2024-01-03,13:00:00,Madrid,Recurrente,126.0,0.0,0.0,España,ES,40.4168,-3.7038,11.0,chándal estampado L
63.0,2024-01-03,14:00:00,Bilbao,Nuevo,71.0,0.0,0.0,España,ES,43.263,-2.935,3.0,chándal dorado M
64.0,2024-01-03,15:00:00,Madrid,Recurrente,119.0,0.0,0.0,España,ES,40.4168,-3.7038,3.0,chándal dorado M
65.0,2024-01-03,16:00:00,Barcelona,Recurrente,180.0,1.0,0.0,España,ES,41.3874,2.1686,3.0,chándal dorado M
66.0,2024-01-03,17:00:00,Barcelona,Recurrente,189.0,0.0,0.0,España,ES,41.3874,2.1686,3.0,chándal dorado M
67.0,2024-01-03,18:00:00,Valencia,Recurrente,164.0,0.0,0.0,España,ES,39.4699,-0.3763,11.0,chándal estampado L
68.0,2024-01-03,19:00:00,Valencia,Nuevo,96.0,0.0,0.0,España,ES,39.4699,-0.3763,4.0,chándal dorado L
69.0,2024-01-03,20:00:00,Bilbao,Recurrente,172.0,1.0,0.0,España,ES,43.263,-2.935,14.0,chándal estampado XXXL
70.0,2024-01-03,21:00:00,Bilbao,Nuevo,76.0,1.0,0.0,España,ES,43.263,-2.935,10.0,chándal estampado M
71.0,2024-01-03,22:00:00,Coimbra,Recurrente,172.0,0.0,1.0,Portugal,PT,40.211,-8.4292,13.0,chándal estampado XXL
72.0,2024-01-03,23:00:00,Barcelona,Recurrente,193.0,0.0,0.0,España,ES,41.3874,2.1686,1.0,chándal dorado XS
73.0,2024-01-04,00:00:00,Valencia,Recurrente,164.0,1.0,1.0,España,ES,39.4699,-0.3763,13.0,chándal estampado XXL
74.0,2024-01-04,01:00:00,Lisboa,Nuevo,103.0,1.0,1.0,Portugal,PT,38.7169,-9.1399,4.0,chándal dorado L
75.0,2024-01-04,02:00:00,Valencia,Recurrente,118.0,1.0,1.0,España,ES,39.4699,-0.3763,4.0,chándal dorado L
76.0,2024-01-04,03:00:00,Lisboa,Recurrente,180.0,0.0,0.0,Portugal,PT,38.7169,-9.1399,8.0,chándal estampado XS
77.0,2024-01-04,04:00:00,Lisboa,Recurrente,167.0,0.0,0.0,Portugal,PT,38.7169,-9.1399,11.0,chándal estampado L
78.0,2024-01-04,05:00:00,Madrid,Recurrente,118.0,1.0,0.0,España,ES,40.4168,-3.7038,4.0,chándal dorado L
79.0,2024-01-04,06:00:00,Lisboa,Recurrente,167.0,1.0,0.0,Portugal,PT,38.7169,-9.1399,5.0,chándal dorado XL
80.0,2024-01-04,07:00:00,Valencia,Recurrente,129.0,0.0,0.0,España,ES,39.4699,-0.3763,4.0,chándal dorado L
81.0,2024-01-04,08:00:00,Madrid,Nuevo,94.0,0.0,0.0,España,ES,40.4168,-3.7038,5.0,chándal dorado XL
82.0,2024-01-04,09:00:00,Barcelona,Recurrente,171.0,0.0,0.0,España,ES,41.3874,2.1686,3.0,chándal dorado M
83.0,2024-01-04,10:00:00,Lisboa,Recurrente,192.0,1.0,0.0,Portugal,PT,38.7169,-9.1399,3.0,chándal dorado M
84.0,2024-01-04,11:00:00,Porto,Recurrente,156.0,0.0,1.0,Portugal,PT,41.1579,-8.6291,8.0,chándal estampado XS
85.0,2024-01-04,12:00:00,Lisboa,Recurrente,150.0,1.0,0.0,Portugal,PT,38.7169,-9.1399,12.0,chándal estampado XL
86.0,2024-01-04,13:00:00,Bilbao,Recurrente,156.0,1.0,1.0,España,ES,43.263,-2.935,14.0,chándal estampado XXXL
87.0,2024-01-04,14:00:00,Madrid,Recurrente,103.0,0.0,0.0,España,ES,40.4168,-3.7038,1.0,chándal dorado XS
88.0,2024-01-04,15:00:00,Porto,Recurrente,171.0,0.0,0.0,Portugal,PT,41.1579,-8.6291,3.0,chándal dorado M
89.0,2024-01-04,16:00:00,Coimbra,Nuevo,78.0,0.0,0.0,Portugal,PT,40.211,-8.4292,2.0,chándal dorado S
90.0,2024-01-04,17:00:00,Coimbra,Recurrente,174.0,1.0,0.0,Portugal,PT,40.211,-8.4292,10.0,chándal estampado M
91.0,2024-01-04,18:00:00,Coimbra,Recurrente,167.0,1.0,0.0,Portugal,PT,40.211,-8.4292,11.0,chándal estampado L
92.0,2024-01-04,19:00:00,Barcelona,Recurrente,182.0,1.0,0.0,España,ES,41.3874,2.1686,6.0,chándal dorado XXL
93.0,2024-01-04,20:00:00,Barcelona,Recurrente,152.0,0.0,0.0,España,ES,41.3874,2.1686,8.0,chándal estampado XS
94.0,2024-01-04,21:00:00,Madrid,Recurrente,122.0,1.0,0.0,España,ES,40.4168,-3.7038,6.0,chándal dorado XXL
95.0,2024-01-04,22:00:00,Valencia,Recurrente,158.0,1.0,1.0,España,ES,39.4699,-0.3763,4.0,chándal dorado L
96.0,2024-01-04,23:00:00,Barcelona,Recurrente,139.0,0.0,1.0,España,ES,41.3874,2.1686,3.0,chándal dorado M
97.0,2024-01-05,00:00:00,Barcelona,Recurrente,170.0,0.0,1.0,España,ES,41.3874,2.1686,4.0,chándal dorado L
98.0,2024-01-05,01:00:00,Barcelona,Recurrente,170.0,0.0,1.0,España,ES,41.3874,2.1686,13.0,chándal estampado XXL
99.0,2024-01-05,02:00:00,Coimbra,Recurrente,165.0,0.0,1.0,Portugal,PT,40.211,-8.4292,8.0,chándal estampado XS
100.0,2024-01-05,03:00:00,Barcelona,Recurrente,161.0,1.0,0.0,España,ES,41.3874,2.1686,9.0,chándal estampado S
101.0,2024-01-05,04:00:00,Coimbra,Recurrente,140.0,0.0,1.0,Portugal,PT,40.211,-8.4292,8.0,chándal estampado XS
102.0,2024-01-05,05:00:00,Bilbao,Recurrente,157.0,0.0,0.0,España,ES,43.263,-2.935,9.0,chándal estampado S
103.0,2024-01-05,06:00:00,Lisboa,Recurrente,159.0,0.0,0.0,Portugal,PT,38.7169,-9.1399,8.0,chándal estampado XS
104.0,2024-01-05,07:00:00,Madrid,Recurrente,98.0,0.0,0.0,España,ES,40.4168,-3.7038,13.0,chándal estampado XXL
105.0,2024-01-05,08:00:00,Lisboa,Nuevo,82.0,0.0,1.0,Portugal,PT,38.7169,-9.1399,5.0,chándal dorado XL
106.0,2024-01-05,09:00:00,Valencia,Recurrente,172.0,1.0,0.0,España,ES,39.4699,-0.3763,5.0,chándal dorado XL
107.0,2024-01-05,10:00:00,Lisboa,Recurrente,199.0,0.0,0.0,Portugal,PT,38.7169,-9.1399,1.0,chándal dorado XS
108.0,2024-01-05,11:00:00,Sevilla,Recurrente,168.0,1.0,0.0,España,ES,37.3891,-5.9845,8.0,chándal estampado XS
109.0,2024-01-05,12:00:00,Bilbao,Recurrente,170.0,0.0,1.0,España,ES,43.263,-2.935,11.0,chándal estampado L
110.0,2024-01-05,13:00:00,Coimbra,Recurrente,164.0,1.0,0.0,Portugal,PT,40.211,-8.4292,2.0,chándal dorado S
111.0,2024-01-05,14:00:00,Coimbra,Recurrente,130.0,0.0,0.0,Portugal,PT,40.211,-8.4292,6.0,chándal dorado XXL
112.0,2024-01-05,15:00:00,Porto,Recurrente,165.0,1.0,0.0,Portugal,PT,41.1579,-8.6291,6.0,chándal dorado XXL
113.0,2024-01-05,16:00:00,Bilbao,Nuevo,85.0,0.0,0.0,España,ES,43.263,-2.935,12.0,chándal estampado XL
114.0,2024-01-05,17:00:00,Lisboa,Nuevo,114.0,1.0,0.0,Portugal,PT,38.7169,-9.1399,10.0,chándal estampado M
115.0,2024-01-05,18:00:00,Sevilla,Recurrente,162.0,0.0,1.0,España,ES,37.3891,-5.9845,4.0,chándal dorado L
116.0,2024-01-05,19:00:00,Valencia,Nuevo,88.0,0.0,0.0,España,ES,39.4699,-0.3763,9.0,chándal estampado S
117.0,2024-01-05,20:00:00,Porto,Nuevo,84.0,0.0,1.0,Portugal,PT,41.1579,-8.6291,3.0,chándal dorado M
118.0,2024-01-05,21:00:00,Madrid,Recurrente,173.0,1.0,1.0,España,ES,40.4168,-3.7038,8.0,chándal estampado XS
119.0,2024-01-05,22:00:00,Valencia,Nuevo,98.0,0.0,0.0,España,ES,39.4699,-0.3763,2.0,chándal dorado S
120.0,2024-01-05,23:00:00,Sevilla,Recurrente,179.0,0.0,0.0,España,ES,37.3891,-5.9845,5.0,chándal dorado XL
121.0,2024-01-06,00:00:00,Coimbra,Nuevo,93.0,1.0,0.0,Portugal,PT,40.211,-8.4292,13.0,chándal estampado XXL
122.0,2024-01-06,01:00:00,Sevilla,Nuevo,73.0,0.0,0.0,España,ES,37.3891,-5.9845,13.0,chándal estampado XXL
123.0,2024-01-06,02:00:00,Madrid,Recurrente,99.0,0.0,0.0,España,ES,40.4168,-3.7038,6.0,chándal dorado XXL
124.0,2024-01-06,03:00:00,Lisboa,Recurrente,140.0,0.0,1.0,Portugal,PT,38.7169,-9.1399,2.0,chándal dorado S
125.0,2024-01-06,04:00:00,Coimbra,Recurrente,176.0,1.0,0.0,Portugal,PT,40.211,-8.4292,7.0,chándal dorado XXXL
126.0,2024-01-06,05:00:00,Coimbra,Recurrente,204.0,1.0,0.0,Portugal,PT,40.211,-8.4292,11.0,chándal estampado L
127.0,2024-01-06,06:00:00,Bilbao,Nuevo,72.0,1.0,0.0,España,ES,43.263,-2.935,11.0,chándal estampado L
128.0,2024-01-06,07:00:00,Bilbao,Nuevo,77.0,1.0,0.0,España,ES,43.263,-2.935,5.0,chándal dorado XL
129.0,2024-01-06,08:00:00,Valencia,Recurrente,167.0,0.0,0.0,España,ES,39.4699,-0.3763,10.0,chándal estampado M
130.0,2024-01-06,09:00:00,Madrid,Recurrente,100.0,0.0,0.0,España,ES,40.4168,-3.7038,13.0,chándal estampado XXL
131.0,2024-01-06,10:00:00,Coimbra,Recurrente,137.0,0.0,1.0,Portugal,PT,40.211,-8.4292,4.0,chándal dorado L
132.0,2024-01-06,11:00:00,Barcelona,Recurrente,166.0,1.0,0.0,España,ES,41.3874,2.1686,4.0,chándal dorado L
133.0,2024-01-06,12:00:00,Coimbra,Recurrente,146.0,0.0,0.0,Portugal,PT,40.211,-8.4292,2.0,chándal dorado S
134.0,2024-01-06,13:00:00,Porto,Recurrente,174.0,1.0,0.0,Portugal,PT,41.1579,-8.6291,12.0,chándal estampado XL
135.0,2024-01-06,14:00:00,Bilbao,Nuevo,73.0,1.0,0.0,España,ES,43.263,-2.935,9.0,chándal estampado S
136.0,2024-01-06,15:00:00,Bilbao,Recurrente,193.0,1.0,0.0,España,ES,43.263,-2.935,1.0,chándal dorado XS
137.0,2024-01-06,16:00:00,Porto,Recurrente,151.0,1.0,0.0,Portugal,PT,41.1579,-8.6291,1.0,chándal dorado XS
138.0,2024-01-06,17:00:00,Barcelona,Recurrente,159.0,0.0,0.0,España,ES,41.3874,2.1686,4.0,chándal dorado L
139.0,2024-01-06,18:00:00,Bilbao,Recurrente,180.0,0.0,1.0,España,ES,43.263,-2.935,3.0,chándal dorado M
140.0,2024-01-06,19:00:00,Porto,Nuevo,69.0,0.0,0.0,Portugal,PT,41.1579,-8.6291,9.0,chándal estampado S
141.0,2024-01-06,20:00:00,Valencia,Nuevo,87.0,1.0,0.0,España,ES,39.4699,-0.3763,13.0,chándal estampado XXL
142.0,2024-01-06,21:00:00,Lisboa,Recurrente,189.0,1.0,0.0,Portugal,PT,38.7169,-9.1399,7.0,chándal dorado XXXL
143.0,2024-01-06,22:00:00,Lisboa,Recurrente,136.0,0.0,0.0,Portugal,PT,38.7169,-9.1399,11.0,chándal estampado L
144.0,2024-01-06,23:00:00,Lisboa,Recurrente,168.0,0.0,1.0,Portugal,PT,38.7169,-9.1399,2.0,chándal dorado S
145.0,2024-01-07,00:00:00,Barcelona,Recurrente,170.0,0.0,0.0,España,ES,41.3874,2.1686,4.0,chándal dorado L
146.0,2024-01-07,01:00:00,Porto,Recurrente,179.0,1.0,1.0,Portugal,PT,41.1579,-8.6291,5.0,chándal dorado XL
147.0,2024-01-07,02:00:00,Porto,Recurrente,143.0,0.0,1.0,Portugal,PT,41.1579,-8.6291,10.0,chándal estampado M
148.0,2024-01-07,03:00:00,Bilbao,Recurrente,141.0,0.0,0.0,España,ES,43.263,-2.935,12.0,chándal estampado XL
149.0,2024-01-07,04:00:00,Porto,Recurrente,174.0,0.0,0.0,Portugal,PT,41.1579,-8.6291,14.0,chándal estampado XXXL
150.0,2024-01-07,05:00:00,Valencia,Recurrente,170.0,0.0,0.0,España,ES,39.4699,-0.3763,4.0,chándal dorado L
151.0,2024-01-07,06:00:00,Barcelona,Nuevo,87.0,1.0,0.0,España,ES,41.3874,2.1686,13.0,chándal estampado XXL
152.0,2024-01-07,07:00:00,Sevilla,Recurrente,171.0,1.0,1.0,España,ES,37.3891,-5.9845,14.0,chándal estampado XXXL
153.0,2024-01-07,08:00:00,Madrid,Recurrente,127.0,0.0,0.0,España,ES,40.4168,-3.7038,4.0,chándal dorado L
154.0,2024-01-07,09:00:00,Madrid,Recurrente,117.0,1.0,0.0,España,ES,40.4168,-3.7038,4.0,chándal dorado L
155.0,2024-01-07,10:00:00,Bilbao,Nuevo,88.0,1.0,0.0,España,ES,43.263,-2.935,8.0,chándal estampado XS
156.0,2024-01-07,11:00:00,Bilbao,Recurrente,152.0,0.0,1.0,España,ES,43.263,-2.935,7.0,chándal dorado XXXL
157.0,2024-01-07,12:00:00,Coimbra,Recurrente,199.0,1.0,0.0,Portugal,PT,40.211,-8.4292,4.0,chándal dorado L
158.0,2024-01-07,13:00:00,Sevilla,Recurrente,174.0,0.0,0.0,España,ES,37.3891,-5.9845,11.0,chándal estampado L
159.0,2024-01-07,14:00:00,Madrid,Recurrente,120.0,0.0,0.0,España,ES,40.4168,-3.7038,1.0,chándal dorado XS
160.0,2024-01-07,15:00:00,Valencia,Recurrente,177.0,0.0,0.0,España,ES,39.4699,-0.3763,6.0,chándal dorado XXL
161.0,2024-01-07,16:00:00,Sevilla,Recurrente,147.0,1.0,0.0,España,ES,37.3891,-5.9845,5.0,chándal dorado XL
162.0,2024-01-07,17:00:00,Barcelona,Recurrente,179.0,1.0,1.0,España,ES,41.3874,2.1686,11.0,chándal estampado L
163.0,2024-01-07,18:00:00,Barcelona,Recurrente,186.0,1.0,0.0,España,ES,41.3874,2.1686,5.0,chándal dorado XL
164.0,2024-01-07,19:00:00,Valencia,Recurrente,150.0,0.0,0.0,España,ES,39.4699,-0.3763,11.0,chándal estampado L
165.0,2024-01-07,20:00:00,Bilbao,Recurrente,182.0,0.0,1.0,España,ES,43.263,-2.935,12.0,chándal estampado XL
166.0,2024-01-07,21:00:00,Valencia,Nuevo,89.0,0.0,0.0,España,ES,39.4699,-0.3763,6.0,chándal dorado XXL
167.0,2024-01-07,22:00:00,Lisboa,Recurrente,180.0,0.0,1.0,Portugal,PT,38.7169,-9.1399,12.0,chándal estampado XL
168.0,2024-01-07,23:00:00,Sevilla,Recurrente,199.0,1.0,0.0,España,ES,37.3891,-5.9845,8.0,chándal estampado XS
169.0,2024-01-08,00:00:00,Sevilla,Recurrente,161.0,1.0,1.0,España,ES,37.3891,-5.9845,6.0,chándal dorado XXL
170.0,2024-01-08,01:00:00,Sevilla,Recurrente,151.0,0.0,1.0,España,ES,37.3891,-5.9845,14.0,chándal estampado XXXL
171.0,2024-01-08,02:00:00,Madrid,Recurrente,178.0,0.0,1.0,España,ES,40.4168,-3.7038,6.0,chándal dorado XXL
172.0,2024-01-08,03:00:00,Coimbra,Recurrente,150.0,1.0,1.0,Portugal,PT,40.211,-8.4292,7.0,chándal dorado XXXL
173.0,2024-01-08,04:00:00,Valencia,Recurrente,164.0,0.0,0.0,España,ES,39.4699,-0.3763,11.0,chándal estampado L
174.0,2024-01-08,05:00:00,Sevilla,Recurrente,171.0,1.0,1.0,España,ES,37.3891,-5.9845,8.0,chándal estampado XS
175.0,2024-01-08,06:00:00,Porto,Recurrente,170.0,0.0,1.0,Portugal,PT,41.1579,-8.6291,4.0,chándal dorado L
176.0,2024-01-08,07:00:00,Porto,Recurrente,180.0,0.0,0.0,Portugal,PT,41.1579,-8.6291,7.0,chándal dorado XXXL
177.0,2024-01-08,08:00:00,Madrid,Recurrente,109.0,0.0,0.0,España,ES,40.4168,-3.7038,8.0,chándal estampado XS
178.0,2024-01-08,09:00:00,Valencia,Recurrente,191.0,0.0,0.0,España,ES,39.4699,-0.3763,6.0,chándal dorado XXL
179.0,2024-01-08,10:00:00,Barcelona,Nuevo,81.0,0.0,1.0,España,ES,41.3874,2.1686,9.0,chándal estampado S
180.0,2024-01-08,11:00:00,Barcelona,Recurrente,214.0,0.0,0.0,España,ES,41.3874,2.1686,13.0,chándal estampado XXL
181.0,2024-01-08,12:00:00,Coimbra,Recurrente,176.0,0.0,0.0,Portugal,PT,40.211,-8.4292,6.0,chándal dorado XXL
182.0,2024-01-08,13:00:00,Sevilla,Recurrente,150.0,0.0,0.0,España,ES,37.3891,-5.9845,4.0,chándal dorado L
183.0,2024-01-08,14:00:00,Valencia,Nuevo,71.0,0.0,0.0,España,ES,39.4699,-0.3763,14.0,chándal estampado XXXL
184.0,2024-01-08,15:00:00,Sevilla,Nuevo,90.0,1.0,0.0,España,ES,37.3891,-5.9845,6.0,chándal dorado XXL
185.0,2024-01-08,16:00:00,Porto,Recurrente,161.0,0.0,1.0,Portugal,PT,41.1579,-8.6291,2.0,chándal dorado S
186.0,2024-01-08,17:00:00,Sevilla,Recurrente,178.0,1.0,1.0,España,ES,37.3891,-5.9845,11.0,chándal estampado L
187.0,2024-01-08,18:00:00,Barcelona,Nuevo,90.0,1.0,0.0,España,ES,41.3874,2.1686,8.0,chándal estampado XS
188.0,2024-01-08,19:00:00,Madrid,Recurrente,103.0,0.0,0.0,España,ES,40.4168,-3.7038,14.0,chándal estampado XXXL
189.0,2024-01-08,20:00:00,Barcelona,Recurrente,150.0,0.0,1.0,España,ES,41.3874,2.1686,11.0,chándal estampado L
190.0,2024-01-08,21:00:00,Sevilla,Recurrente,138.0,1.0,0.0,España,ES,37.3891,-5.9845,6.0,chándal dorado XXL
191.0,2024-01-08,22:00:00,Porto,Recurrente,157.0,1.0,0.0,Portugal,PT,41.1579,-8.6291,4.0,chándal dorado L
192.0,2024-01-08,23:00:00,Valencia,Nuevo,94.0,0.0,0.0,España,ES,39.4699,-0.3763,7.0,chándal dorado XXXL
193.0,2024-01-09,00:00:00,Porto,Nuevo,87.0,0.0,1.0,Portugal,PT,41.1579,-8.6291,8.0,chándal estampado XS
194.0,2024-01-09,01:00:00,Bilbao,Recurrente,143.0,0.0,1.0,España,ES,43.263,-2.935,3.0,chándal dorado M
195.0,2024-01-09,02:00:00,Madrid,Recurrente,184.0,0.0,1.0,España,ES,40.4168,-3.7038,10.0,chándal estampado M
196.0,2024-01-09,03:00:00,Madrid,Recurrente,183.0,0.0,1.0,España,ES,40.4168,-3.7038,3.0,chándal dorado M
197.0,2024-01-09,04:00:00,Madrid,Recurrente,199.0,1.0,1.0,España,ES,40.4168,-3.7038,10.0,chándal estampado M
198.0,2024-01-09,05:00:00,Coimbra,Nuevo,86.0,0.0,0.0,Portugal,PT,40.211,-8.4292,3.0,chándal dorado M
